business_name,author_name,text,photo,rating,rating_category,label,,,,
Bunbun Kas,Okan Dolay,We ordered meatballs and handmade meatballs that were baked for 6 hours. Meatballs were delicious; meat was delicious.,dataset/menu/bunbun_kas_okan_dolay.png,4,menu,Clean Review,,,,
Cafe Inn,Hooman Sadati,Without any taste how they are at the first rank!!!! We ate cafe Inn pizza. It was 70 tl.,dataset/taste/cafe_inn_hooman_sadati.png,1,taste,Clean Review,,,,
Cafe Inn,Serap Gunay,Pizza is delicious.. I can say it is one of the rare tastes. Prices are in the 200-300 range and one pizza is more than enough for two people if you are not very hungry. The scenery is already gorgeous.,dataset/indoor_atmosphere/cafe_inn_serap_gunay.png,5,indoor_atmosphere,Clean Review,,,,
Cafe Inn,Tugba Gunaydin,The vegan breakfast made me extremely happy. It was nice.,dataset/menu/cafe_inn_tugba_gunaydin.png,4,menu,Clean Review,,,,
Cafe Inn,Can Ozdemir,Whatever we ate was good. The Italian Restaurant is the first thing that comes to mind; apart from pizza and pasta; ciger yahni was successful; purslane salad; presentations are successful. Taste point in Datca.,dataset/outdoor_atmosphere/cafe_inn_can_ozdemir.png,5,outdoor_atmosphere,Clean Review,,,,
Cemo Etliekmek,Hulya Gurbuz,The okra soup was hot and scrumptious to the broth. The meat loaf and tandoori kebab were excellent. We ate in the garden with pleasure in a cool weather.,dataset/taste/cemo_etliekmek_hulya_gurbuz.png,5,taste,Clean Review,,,,
Cemo Etliekmek,Selahattin Ciritci,One of my favorite places in Konya in terms of service; hygiene and taste.,dataset/outdoor_atmosphere/cemo_etliekmek_selahattin_ciritci.png,4,outdoor_atmosphere,Clean Review,,,,
Cemo Etliekmek,Metmet Akyel,It is one of the rare places where I can taste the Etli Ekmek I ate in my childhood.,dataset/indoor_atmosphere/cemo_etliekmek_mehmet_akyel.png,5,indoor_atmosphere,Clean Review,,,,
Cemo Etliekmek,Dogan Korkmaz,My wife and I liked the meat loaf very well; as the distance between the knives is very good. The downside was that there weren't enough toilets; we waited in line.,dataset/menu/cemo_etliekmek_dogan_korkmaz.png,4,menu,Clean Review,,,,
Churchill Bistro,Sena Sarioglu,Here you can find by far the best 4-cheese pizza you can eat in Bodrum. On top of that; you may have reasons to come back again and again with the unusual taste and presentation of the magnolia.,dataset/taste/churchill_bistro_sena_sarioglu.png,5,taste,Clean Review,,,,
Churchill Bistro,Elif Bengu,A place we found by chance during the winter season. First of all; we sat down to drink coffee and the environment was so spacious and calm that I was able to hold a meeting that I had to do over the web without any problems.,dataset/outdoor_atmosphere/churchill_bistro_elif_bengu.png,5,outdoor_atmosphere,Clean Review,,,,
Churchill Bistro,Erkan Aka,I have never seen a pizza with such a thin pizza dough that the material did not fall apart. Pizza mista is a great choice for mixed lovers.,dataset/menu/churchill_bistro_erkan_aka.png,4,menu,Clean Review,,,,
Churchill Bistro,Baris Demirci,It is a very nice place to watch the matches; when it is closed in winter.,dataset/indoor_atmosphere/churchill_bistro_baris_demirci.png,4,indoor_atmosphere,Clean Review,,,,
Cici Tantuni,Sukru Ardic,The ambiance of the place was a bit dark.,dataset/indoor_atmosphere/cici_tantuni_sukru_ardic.png,4,indoor_atmosphere,Clean Review,,,,
Cici Tantuni,Veli Dedeoglu,I tried tantuni with yoghurt for the first time. The taste was perfect. I would recommend it to everyone. It reminds me of the taste of iskender.,dataset/taste/cici_tantuni_veli_dedeoglu.png,5,taste,Clean Review,,,,
Cici Tantuni,Deniz Bilgin,It was very oily; but good in taste. Prices are a little higher than usual.,dataset/outdoor_atmosphere/cici_tantuni_deniz_bilgin.png,4,outdoor_atmosphere,Clean Review,,,,
Cici Tantuni,Alp Tekin,Not bad.,dataset/taste/cici_tantuni_alp_tekin.png,3,taste,Clean Review,,,,
Ciya Sofrasi,Fatih Buzgan,We ordered stuffed mumbar; artichokes; liked and tamarind sherbet. All of them were good in taste; quality of materials and presentation.,dataset/menu/ciya_sofrasi_fatih_buzgan.png,5,menu,Clean Review,,,,
Ciya Sofrasi,Onur Sener,It is one of the must-visit places with its menu that changes every day and includes original local delicacies from all over Turkey. The poppy and pistachio kebabs are a must try.,dataset/outdoor_atmosphere/ciya_sofrasi_onur_sener.png,4,outdoor_atmosphere,Clean Review,,,,
Ciya Sofrasi,Sumeyye Aydogan,We really liked our orders. There were dishes on the menu that I have never tried in my life; nice variety.,dataset/taste/ciya_sofrasi_sumeyye_aydogan.png,5,taste,Clean Review,,,,
Ciya Sofrasi,Dilek Payanda,Waiters were not very good.,dataset/indoor_atmosphere/ciya_sofrasi_dilek_payanda.png,2,indoor_atmosphere,Clean Review,,,,
Classic Thai,Miley Sinus,Love this restaurant; thai style and good taste. Clean and good service.. Recommended !,dataset/outdoor_atmosphere/classic_thai_miley_sinus.png,5,outdoor_atmosphere,Clean Review,,,,
Classic Thai,Merve Sever,I loved the ambiance; welcome and service. We ate pineapple; spicy shrimp; chicken noodles; and chicken pie. A little pricey but nice place.,dataset/taste/classic_thai_merve_sever.png,3,taste,Clean Review,,,,
Classic Thai,Abdullah Eser,You can taste different flavors on the menus. It's a bit of an expensive place. The waiters are nice.,dataset/indoor_atmosphere/classic_thai_abdullah_eser.png,4,indoor_atmosphere,Clean Review,,,,
Classic Thai,Dogan Akyel,Amazing flavors!,dataset/menu/classic_thai_dogan_akyel.png,5,menu,Clean Review,,,,
Classic Thai,Kadir Sandal,Ambiance were pretty good.,dataset/outdoor_atmosphere/classic_thai_kadir_sandal.png,5,outdoor_atmosphere,Clean Review,,,,
Diyarbakir Ocakbasi Palace,Nur Kirazli,The food is quite delicious. The prices are higher than the average in Samsun; but suitable for a decent place. The waiters were interested; the appetizers were delicious.,dataset/menu/diyarbakir_ocakbasi_palace_nur_kirazli.png,4,menu,Clean Review,,,,
Diyarbakir Ocakbasi Palace,Can Batdal,DiyarbakÄ±r Ocakbasi is one of the most established places of Samsun; but I couldn't understand this branch. The taste of the food is very good; there is no problem about it; but the service is very heavy; the number of staff is insufficient.,dataset/outdoor_atmosphere/diyarbakir_ocakbasi_palace_can_batdal.png,4,outdoor_atmosphere,Clean Review,,,,
Diyarbakir Ocakbasi Palace,Hatice Nayir,The view is beautiful; the food is good. It's about the waiters. If you are going alone in the evening; a reservation seems to be a must. Too crowded.,dataset/menu/diyarbakir_ocakbasi_palace_hatice_nayir.png,5,menu,Clean Review,,,,
Diyarbakir Ocakbasi Palace,Muhsin Ates,It was a great place; the most beautiful meatloaf I've ever eaten in my life.  The cheddar lahmacun and stuffed ribs were perfect; and the meat had no smell. The service is nice; they respect.,dataset/taste/diyarbakir_ocakbasi_palace_muhsin_ates.png,5,taste,Clean Review,,,,
Duveroglu,Saliha Senyildiz,We came here for the first time; we just tried the doner; it was good; the treats were not bad; the staff was very interested.,dataset/indoor_atmosphere/duveroglu_saliha_senyildiz.png,5,indoor_atmosphere,Clean Review,,,,
Duveroglu,Adil Korkmaz,Lahmacun tasted good and was filling. Some of the ingredients used in the salad started to deteriorate.,dataset/taste/duveroglu_adil_korkmaz.png,3,taste,Clean Review,,,,
Duveroglu,Aylin Saglam,They've updated the prices and it's as if they have reduced the portions. It is irritating that the edges of the plates are broken.,dataset/menu/duveroglu_aylin_saglam.png,3,menu,Clean Review,,,,
Duveroglu,Cihan Kures,Liked.,dataset/outdoor_atmosphere/duveroglu_cihan_kures.png,5,outdoor_atmosphere,Clean Review,,,,
Ege Vera,Enis Kurtlu,The environment is clean and nice. The taste of the food was not bad either.,dataset/outdoor_atmosphere/ege_vera_enis_kurtlu.png,3,outdoor_atmosphere,Clean Review,,,,
Ege Vera,Barbaros Uzun,I tried almost all of the dishes and they are very delicious; but the mushroom saute was a little oily; other than that; everything was delicious and good.. the staff were friendly and very kind.,dataset/indoor_atmosphere/ege_vera_barbaros_uzun.png,5,indoor_atmosphere,Clean Review,,,,
Ege Vera,Seda Aksu,The service is good; the employees are concerned and smiling. Food is fresh delicious. I didn't like the Lahmacun very much.,dataset/menu/ege_vera_seda_aksu.png,3,menu,Clean Review,,,,
Ege Vera,Fatih Tuysuz,Portions are big. The flavors are nice. Service is fast. Prices are normal. I recommend.,dataset/taste/ege_vera_fatih_tuysuz.png,5,taste,Clean Review,,,,
Ege Vera,Mehmet Eser,A successful business. It's pretty good in food. Prices could be a little more reasonable.,dataset/outdoor_atmosphere/ege_vera_mehmet_eser.png,4,outdoor_atmosphere,Clean Review,,,,
Fethiye Dondurmacisi,Yeliz Eker,Bitter; mango; Bodrum tangerine; honey almond; Big Babas; mastic gum; walnut; blackberry and forest fruit definitely recommend..,dataset/taste/fethiye_dondurmacisi_yeliz_eker.png,5,taste,Clean Review,,,,
Fethiye Dondurmacisi,Murat Yesilci,The prices are cheap from the center; the ice cream is legendary; don't miss out; it's worth waiting in line; it's the best ice cream shop in Fethiye. Real milk ice cream,dataset/indoor_atmosphere/fethiye_dondurmacisi_murat_yesilci.png,5,indoor_atmosphere,Clean Review,,,,
Fethiye Dondurmacisi,Arch Ao,Absolutely perfect come try it..,dataset/outdoor_atmosphere/fethiye_dondurmacisi_arch_ao.png,5,outdoor_atmosphere,Clean Review,,,,
Fethiye Dondurmacisi,Zloy Grazhdanin,Terrible. This is a lie. This is not ice cream! This gum is an ice cream substitute.,dataset/taste/fethiye_dondurmacisi_zloy_grazhdanin.png,1,taste,Clean Review,,,,
Fikret Balik Restaurant,Emrah Sozen,Everything was excellent; especially sea foods!,dataset/outdoor_atmosphere/fikret_balik_restaurant_emrah_sozen.png,5,outdoor_atmosphere,Clean Review,,,,
Fikret Balik Restaurant,Can Ocakli,Bosphorus Salad; Shrimp Cizlama were really successful. Orders came to my table quickly.,dataset/taste/fikret_balik_restaurant_can_ocakli.png,5,taste,Clean Review,,,,
Fikret Balik Restaurant,Tarik Esdik,I am a regular at this place; and I love it as a family The food is fantastic; the fish are great!,dataset/indoor_atmosphere/fikret_balik_restaurant_tarik_esdik.png,5,indoor_atmosphere,Clean Review,,,,
